File Name,Caption 1,Caption 2,Caption 3,Caption 4,Caption 5
Burglary081_x264.mp4,a person climbs in the window,a man enters a house from the window,a man wearing a grey jacket attempts a burglary,a burglary is attempted at a house by a person,a man in a hoodie climbs through the window of the house
Burglary082_x264.mp4,a man in black jacket snoops around a house,there is an attempted burglary at the neighbour house ,someone is snooping around the neighbour house,a man peaks around the house in front,someone tries to break in and enter a house on the opposite side
Burglary083_x264.mp4,a man in black jacket snoops around a house,there is an attempted burglary at the neighbour house ,someone is snooping around the neighbour house,a man peaks around the house in front,someone tries to break in and enter a house on the opposite side
Burglary084_x264.mp4,a man climbs over the fence in the balcony,someone attempts to break in and enter a house,a burglar hops the fence and jumps in the balcony,a man wearing a mask jumps through the fence,a man climbs through the fencing to rob the house
Burglary085_x264.mp4,a few men take electronics from the house,some men commit a burglary at the house,electronic items are stolen from the house by people,a few burglars steal televisions and run out,the robbers run with the items stolen from the house
Burglary086_x264.mp4,a man picked up a box from outside,a big box was stolen from the pavement,a man picks up a box from the street,the burglar takes the stolen box to his car,a big box was stolen from the street
Burglary087_x264.mp4,a man in a jacket attempts a burglary,someone breaks in the house and snoops around,a man in the black jacket peaks around,a man is looking for something in the house,a burglar breaks in the house and snoops around
Burglary088_x264.mp4,a store is broken into by some men,a burglary is attempted by some men in black clothes,the glass door is shattered for burglars to enter,the main door is broken in by a few burglars,some men in black outfits attempt to rob the store
Burglary089_x264.mp4,two burglars rob an office,burglars steal computers from an office,a few burglars break in the office through the window,a burglary is committed at an office by two people,two people steal electronic items at the office
Burglary090_x264.mp4,the robbers break the main entrance by a car,a car is rammed into the store to help the robbers,the glass door of the store is shattered by the robbers,the burglars use a car to break into a store,a few people run into a store to rob it at night
Burglary091_x264.mp4,a man enters a closed shop to steal,a man is robbing the store,the burglar robs a closed shop,the burglar enters a shop after it is closed,a man enters from under the shutter to rob a store
Burglary092_x264.mp4,a man steals food from the street,a man steals food from the grill and runs,food is stolen by a man who ran away later,food is stolen from the street by a burglar,the burglar runs away after stealing some food
Burglary093_x264.mp4,a man steals food from the restaurant,a man steals ketchup and runs,someone steals a bottle from the counter,a man steals a bottle from the restaurant,a ketchup bottle is stolen from the counter at the restaurant
Burglary094_x264.mp4,a few robbers attempt to rob the atm machine,a pickup truck damages the atm machine to steal from it,the atm machine is destroyed and robbed,a few robbers take down the atm machine with a car,a pickup truck broke the atm machine in an attempted robbery
Burglary095_x264.mp4,a television is stolen by a guy at the house,a man in a jacket attempts a burglary,someone breaks in the house and snoops around,a burglar robs a television and leaves,a man looks around and steals a television from the house
Burglary096_x264.mp4,two men in jackets attempt a burglary,some men commit a burglary at the house,some men are snooping around the house,two men wearing jackets break in the room,some men in black outfits attempt to rob the store
Burglary097_x264.mp4,a few men take electronics from the house,some men with a car commit a burglary at the house,electronic items are stolen from the house by people,a few burglars steal televisions and run out,the robbers run with the items stolen from the house
Burglary098_x264.mp4,a dog is barking at someone,the glass window is broken at the house,a dog is barking at the broken window,there is someone in the broken window and the dog is barking,a dog barks at someone in the house
Burglary099_x264.mp4,a man snoops around in the room,a burglar wearing a hoodie searches the house,man in a hoodie searches for something in the room,someone is in the room in a hoodie trying to rob,a burglary takes place in the house
Burglary100_x264.mp4,a man steals the cash register from the store,a burglary is committed at the office,a man sneaks around the room trying to rob,someone crawls in the office to steal the register,a man takes the cash register in the desk and leaves
