File Name,Caption 1,Caption 2,Caption 3,Caption 4,Caption 5
RoadAccidents082_x264.mp4,a bulldozer tries to escape a train but is too late and gets hit,the bulldozer came in front of the train and is spun outwards,a bulldozer was crossing the train tracks but it collided with a train,the train came before the bulldozer could move away,the bulldozer spun as it got in the way of a train
RoadAccidents083_x264.mp4,two cars collide at the intersection and get damaged,a car got hit by another car crossing the road and it spun,two cars get in an accident and one car gets damaged,a car gets damaged as it spun off the road after the accident,a car going at high speed got hit by another car crossing the road
RoadAccidents084_x264.mp4,a reversing car collides and breaks a wall,the wall breaks as the car touches it,the car driver while reversing the car breaks a wall,the car was going backwards until it hit the corner of the wall,the wall breaks when the car touches it while reversing
RoadAccidents085_x264.mp4,car driving on the wrong lane crashes into a biker,the bike crashed into the car which was in the wrong lane,the person gets injured as the bike smashes into the car ,a car turns as another car approaches it from the wrong direction,the car going in the wrong lane collided head on with the bike 
RoadAccidents086_x264.mp4,speeding car runs into three bikers at a junction,breaking of the red light leads to an accident of three bikers,an over speeding car hits three bikers at the junction,the bikers were injured as the car runs them over at the junction,a car got out of control at the junction and hits three bikes
RoadAccidents087_x264.mp4,a careless car driver loses control and crashes into a store,a shop got destroyed as a car smashed into it ,a vehicle losses control and smashes into the store,everything gets damaged as the car crashes into the store,the driver lost the control of the car and it destroyed the store 
RoadAccidents088_x264.mp4,a bus driver runs a red light and crashes into cars at a junction,an over speeding car and a bus collided at the junction,the bus after being hit at the junction collided with another car,at the junction a bus and car collided as the bus ran over a red light,the bus driver tried to speed over the red light and got hit by a car 
RoadAccidents089_x264.mp4,truck fails to break and causes a chain of collisions at red light,multiple car collisions were caused as the driver failed to break,vehicles bumped into one another as the truck failed to break,a chain of collisions of cars happened as the driver failed to hit the brakes,when the truck failed to break a series of car collisions took place
RoadAccidents090_x264.mp4,speeding car loses control at a bridge and falls over,a car falls off the bridge as the driver loses control,the car skids and falls down from the bridge,the driver lost control and the car falls down from the bridge,a car fell down from the bridge as the driver lost control
RoadAccidents091_x264.mp4,biker and car do not see each other and crash at a junction,the biker falls from the bike due to a crash at the junction,at the junction a car and a bike collide with each other,the car hits the bike at the junction,a bike came in front of the car at the junction
RoadAccidents092_x264.mp4,speeding car fails to break and crashes into a parked car,while overtaking a car bumped into another parked car,the car driver did not hit the break on time and hit the parked car,a car coming with high speed hit a parked car while overtaking,the parked car got damaged as a over speeding car smashed it
RoadAccidents093_x264.mp4,two cars run a red light and crash into a vehicle at the junction,at the junction a vehicle crashed into two cars,two vehicles were trying to jump the red light and collided with a car,the car driver failed to hit the breaks and the car smashed into a truck,a car moving with high speed hits a truck at the junction
RoadAccidents094_x264.mp4,speeding car crashes into a biker crossing the junction,the biker was crossing the road when he got hit by the car,the bike collided with a speeding car while crossing the road,the car moving with high speed hits a bike at the junction,the bike was smashed at the junction by an over speeding car
RoadAccidents095_x264.mp4,speeding biker crashes into a child crossing the road ,the biker lost control and hits the child,the child carelessly running on the road got hit by the bike,the bike coming with high speed hits the child,while running on the road a child got hit by a bike
RoadAccidents096_x264.mp4,driver misjudges the turn and bumps into parked car,the turning vehicle bumps into a parked vehicle,the parked car got hit by another car,the driver could not judge the directions and bumped into a parked car,the car bumped into a parked car as the driver misjudged directions
RoadAccidents097_x264.mp4,an out of control car slowly crashes into a glass window,the glass window of the shops breaks as a car crashes it ,the driver could not control the car and the car hit the glass window,the driver did not hit the breaks and smashed the car into the window,the car smashed the glass window
RoadAccidents098_x264.mp4,car driver cannot see two people in front of him and drives over,the car ran over two people lying on the side walks,the driver drove over two people lying on the road,two people were lying on the road and a car drove over them,the car drove over two people lying on the road
RoadAccidents099_x264.mp4,speeding biker cannot break and crashes into a turning car,speeding biker does not react to the turning car and crashes,speeding biker crashes into a turning car,turning car gets knocked over by a speeding biker,the biker flies out after hitting the car
RoadAccidents100_x264.mp4,car fails to break and crashes into a biker and the car in front of it,a biker gets hit by a car on the highway,car on the highway does not hit breaks and crashes into a biker,biker flies out and falls on the highway road,the crashing car hits another car in front of the biker
RoadAccidents101_x264.mp4,a speeding car drives off the ramp,a car drives up the ramp and crashes,a speeding car crashes,a car bounces off the ramp and crashes,car goes crashing after the bounce
RoadAccidents102_x264.mp4,a speeding car crashes into the toll booth,an out of control car crashes in the toll,a car bounces of the ramp at the toll entrance,a black car crashes after going over the ramp,a car crashes due to over speeding at the toll
RoadAccidents103_x264.mp4,a car crashes into a wall,the car driver loses control of the car and crashes,a car crashes into the wall of a shop,driver loses control of the car and crashes into a building,a car incorrectly turns into the wall causing an accident
RoadAccidents104_x264.mp4,a dark green car goes off road,car crushes a small tree,driver loses control of the green car and crushes a tree,a driver drives their car over a roadside plant,a car drifts out of control to the side of the road
RoadAccidents105_x264.mp4,a car bumps into another parked car,the car driver loses control of the car and crashed it,a car crashes into some cars parked by the roadside,a white car crashes into another white car parked on the road,a car crash creates a domino effect in an accident
RoadAccidents106_x264.mp4,driver loses control of the car and hits a pole,a car crashes into a pole on the road divider,a car crashes into a traffic light,driver loses control of the car and bumped in the divider,driver crashes car into a traffic light
RoadAccidents107_x264.mp4,car tumbles behind a woman crossing the road,car crashes into a tree and tumbles later,multiple cars crashed on the road during the fog ,a car crashed into a tree and it tumbled because of it,car collides with a roadside tree
RoadAccidents108_x264.mp4,a white car crashes into another vehicle on the crossing,car crashes into a three wheeler and it flipped,car skips a red light and bumped into the rickshaw,accident between a three wheeler and a white car occur at the crossing,a white over speeding car tumbles a three wheeler near the red light
RoadAccidents109_x264.mp4,a bike collides into a pickup truck on the road,bike crashes into a roadside vehicle,bike crashes into a car and the rider falls off,a bike over speeds and crashes injuring the passengers,two people get injured in a bike crash on the road
RoadAccidents110_x264.mp4,a truck tumbles on the roadside,a truck crashes into the roadside person and tumbles,truck driver loses control and crashes on some people on the roadside,a truck loses control and crashes into a bike,truck drifts roadside and crashes into man
RoadAccidents111_x264.mp4,boom barrier hits a red car at the gate,boom barrier hits a car while opening the boot,boom barrier hits the car boot at the entrance,a boom barrier crashes into the trunk of the red car,boom barrier hits a red car at the main gate
RoadAccidents112_x264.mp4,car hits into a roadside water tank and drives away,a car crash results in a water leak on the road divider,a road side water hose leaks after the car knocks it down,car crashes in a residential area and a water fountain emerges,water leakage on the road side is caused by a car accident
RoadAccidents113_x264.mp4,a rash driver hit a pole on the divider and damages the car,a car skips the traffic signal and bangs into a pole on the divider,a car crashes into a pole on the road divider,a car jumps the light and bumps into a pole,an over speeding car crashed into the divider
RoadAccidents114_x264.mp4,car crashes into a man at the turn,a speeding car drags the person after the crash,car hits a man in an orange shirt at the turn,white car hits a man wearing orange clothes,man in orange is being dragged by a white car after the accident
RoadAccidents115_x264.mp4,a high speed motorcycle crashes into a turning car,white car is hit by a motorcycle and the person gets injured,speeding motor cycle hits a white car and is completely damaged,motorcyclist is injured after hitting a white car at the intersection,bike crashes into a car taking the turn at the crossing
RoadAccidents116_x264.mp4,black car hits a roadside pedestrian and drives away,a pedestrian is hit by a black car on purpose,car hits a pedestrian on the footpath at night,an out of control car runs over a pedestrian and leaves,black car hits the pedestrian after turning and drives off
RoadAccidents117_x264.mp4,a speeding truck crashes into the divider,truck crosses the divider and hits a car,truck driver loses control while turning and causes an accident,a car is crashed into by a speeding truck,a truck crashes into the divider and the motorcycle
RoadAccidents118_x264.mp4,speeding car crashes into a car and a man,a man is crushed by a tumbling car,an accident occurs in the middle of a four way,a car accident leads to a crash with a person on the road,a man crossing the road is hit by a car
RoadAccidents119_x264.mp4,an out of control car crashes near a fuel station,a speeding car crashes into white van at the fuel pump,a car tumbles while overtaking and crashes badly at the petrol pump,a black car crashes into a van after flipping over from the divider,black car rolls into a van at a fuel station
RoadAccidents120_x264.mp4,a truck tumbles behind the tree on the road,a truck flips on a car causing an accident,a car crash in the middle of the road due to a truck flipping on its side,a truck trips onto a car on the turn,truck crashes with a car near the turn behind the tree
RoadAccidents121_x264.mp4,a black car is hit by a white car,an out of control car crashes a white car,a pedestrian gets crushed between two cars,a pedestrian in red is crushed between two cars,an over speeding car crashes into a pedestrian and another vehicle
RoadAccidents122_x264.mp4,motorcycle crashes into a turning car,black car is hit by a motorcycle,motorcyclist goes flying as the bike hits a car,an out of control motorcycle hits a car,motorcyclist is injured in a road accident
RoadAccidents123_x264.mp4,a motorcycle crashes into a few cars crossing the road,an over speeding motorcycle crashes,bike crashes into a black car,the pedestrian is saved as the bike crashes into the car,an accident occurs between a motorcycle and a car crossing a road
RoadAccidents124_x264.mp4,a black car crashes into two motorcycles,motorcyclist on wrong side gets crushed by a car,over speeding car crashes into two motorcycles on the road,black car crashes into a motorcycle driving on the wrong side,one out of control car hits two motorcycles
RoadAccidents125_x264.mp4,the car turning left is hit by another car,an out of control car crashes into another black car,accident occurs between two black cars,there is a head on collision between two cars,over speeding car crashes into the car taking a left turn
RoadAccidents126_x264.mp4,train compartments fall off the track,a train falls side ways,a train accident occurs at the railway station,train falls apart at the railway station,a train goes off track and tumbles
RoadAccidents127_x264.mp4,train crashes into a truck crossing the road,a green train collides with a red truck,an accident occurs between train and a truck,red truck is hit by a train and gets damaged,a red truck is hit while crossing the train track
RoadAccidents128_x264.mp4,white car crashes into a roadside pedestrian,a pedestrian on the roadside is hit by a white car,accident occurs between a pedestrian and a white car,a white car crashes into a pedestrian while turning,the white car goes out of control and causes an accident
RoadAccidents129_x264.mp4,a car crosses the divider and crashes,a white car crashes into parked cars,accident occurs between an out of control vehicle and parked cars,one car crashes into some parked vehicles,car crashes into the parking after crossing the divider
RoadAccidents130_x264.mp4,red car crashes into silver car,accident takes place between speeding car and parked cars,a silver car is hit by white car,parked vehicles hit by red car,out of control red car hits other parked cars
RoadAccidents131_x264.mp4,black car hits white car,accident takes place between black car and white car,a white car is hit by black car,accident near traffic signals,speeding vehicle crashes into another vehicle
RoadAccidents132_x264.mp4,bike collides into a white car,accident takes place between white car and bike,a white car is hit by a motorcycle in the middle of the road,black bike hits white car,an accident happens near the traffic signal
RoadAccidents133_x264.mp4,biker falls off and hits turning truck,biker loses control of motorcycle,accident takes place between turning truck and motorcycle,man falls of motor cycle,man crashes into truck after falling off motorcycle
RoadAccidents134_x264.mp4,black car hits black bike,out of control car hits motorcycle,accident takes place between motorcycle and car,bike hit by black car,black car drifts wrong side and collides into bike
RoadAccidents135_x264.mp4,car crushes a man standing in front of it,accident takes place between man and car,car runs over a nearby man,a person is run over by a car,black car hits a man and flees the scene
RoadAccidents136_x264.mp4,white car hits white van,white van tumbles after being hit by a car,over speeding car crashes into a man,accident takes place between white van and white car,over speeding car hits man
RoadAccidents137_x264.mp4,white car crashes into group of people,white car crushes two men,accident takes place between a group of men and a car,two men are hit by a car,two men crushed by a car
RoadAccidents138_x264.mp4,driver hits a woman and a child,woman and child struck by car,overtaking car crushes pedestrian,accident takes place between pedestrian and car,pedestrian crossing road hit by a black car
RoadAccidents139_x264.mp4,child crushed by yellow vehicle,child gets into path of a truck and gets crushed,accident takes place between child and truck,child walks into path of a truck and gets crushed,child gets under yellow truck
RoadAccidents140_x264.mp4,red bike collides with white car,accident takes place between red bike and a white car,car hits bike while turning,turning car is hit by a motorcycle,motorcycle collides with white car
RoadAccidents141_x264.mp4,truck crushes scooter crossing road,scooter crossing road is hit by a truck,accident takes place between truck and scooter,orange truck hits a black scooter,two people injured as truck crushes a scooter
RoadAccidents142_x264.mp4,white bus hits a red car,accident takes place between red car and a white bus,red car is hit by white bus,a car crossing the road is hit by a white bus,white bus goes out of control and crashes into red car
