File Name,Caption 1,Caption 2,Caption 3,Caption 4,Caption 5
Robbery100_x264.mp4,two men steal from a shop,man with a gun threatens the cashier,two men in black and white rob a store,the store is robbed by two men with guns,the cashier is threatened by a man carrying a gun
Robbery101_x264.mp4,guy in a blue hoodie robs a store,guy in a blue hoodie takes money from the store,guys threaten people with guns and take the money,a guy takes money from the cashiers,guy in a blue hoodie pulls out his gun on the cashiers
Robbery102_x264.mp4,guy tries to rob a woman and gets beaten up,the person fails at robbing a woman and is saved by his partner,a person on a bike rushes to steal a woman’s purse,two people on bike try to rob a woman as soon as she gets out of her car,a woman getting out of her car defends herself from getting robbed
Robbery103_x264.mp4,a male tries to slip into the cashiers desk and rob a store,guy fails at robbing the store after being stopped by its owner,man enters the cashier’s desk and robs the store,man in a black hoodie tries to rob the store,the guy escapes after trying to rob the store and failing
Robbery104_x264.mp4,one thief is robbing a man,a man is being robbed by a thief,a person hits another person and takes all their money,a guy is fighting with a robber,a fight is going on between the thief and a person
Robbery105_x264.mp4,two robbers are chased out by the shop owner,one robber takes money from the cashier,shop owner gets the gun from inside and chases the robbers,robber tries to steal the money from stores,robbery fails as the owner comes out with a gun and chases the robbers
Robbery106_x264.mp4,two robbers came on a bike,they rob the cell phone from a man by showing a gun,robbers rob the mobile phone in an open area,man was talking on the mobile phone when the robbers came in,one robber takes the gun out of his pocket
Robbery107_x264.mp4,two robbers came on a bike,they try to rob the driver inside the car parked,robbers used a gun for robbing,the robbery failed as the car started and moved fast,a few robbers were running behind the car
Robbery108_x264.mp4,one robber tried to rob a shop,he uses a knife on an old lady to threaten the shop owner,the shop owner beats the robber using a stick,the robbery failed as the owner chases the robber,the robber ran away from the shop
Robbery109_x264.mp4,a man with a knife loots a shop,a shop is being robbed by a robber,a thief is stealing items from a shop,a robber steals all the money from a shop,thief points a knife at the cashier and takes the money
Robbery110_x264.mp4,robber comes to the shop like a purchaser,the robber asks for two mobiles from the shop owner before robbing it,robber shuts his mouth using a cloth,he ran out of the shop with the mobile phones,the robber pretended to be a customer before robbing
Robbery111_x264.mp4,a group of robbers rob a jewellery shop,one robber uses a gun to threaten the shop owner,the robbers steal all the jewels in the showcase,there were six robbers in the group,robbers came inside the shop like customers before robbing
Robbery112_x264.mp4,three robbers try to rob a house,men and women get in a house to rob it,the robbers run back fast as they were chased by a gun man,the robbery failed as they were chased back by the owner having a gun,the robbers came in a car to rob the house
Robbery113_x264.mp4,a man hits the guard in a shop and steals money,a thief steals money from a person in the shop,a person is robbed in the shop,a robbery took place in the shop,the robber hits a person and takes his money
Robbery114_x264.mp4,the crowd rushes as someone tries to rob the place,there is chaos due to the robbery,a robber tries to rob a place and the crowd panics,everyone in the room ran away when a thief tried to rob,people begin running when a man tries to rob the place
Robbery115_x264.mp4,two robbers robs the shop,robbers take money from the cashier,robbers use a gun for robbery,one robber enters the cashier’s cabin and takes all the money,robbers cover people’s face using a white cloth
Robbery116_x264.mp4,one robber tries to enter the house,the owner was with a dog when the thief came in,a dog jumps on the robber,the robber runs away after a dog jumps on him,the robber tried to hit the owner
Robbery117_x264.mp4,a group of female robbers enter a hospital,one lady robber uses a gun for robbery,robbers chase everyone to outside the hall,they steal money from the cash counter,a female robber uses gloves before opening the cash drawer
Robbery118_x264.mp4,robber uses a big gun for robbery,an armed robber enters a shop in a petrol pump,the burglar asks the cashier to fill the bag with cash,the cashier fights with the robber at the shop,the robbery fails and the robber runs out
Robbery119_x264.mp4,robber forces the cashier to pack the money,guy in a black dress steals from the store,a person threatens the cashier to give him money,the cashier is forced to give all the money under the fear of getting shot,a robber walks into a store and forces the cashier to fill up money
Robbery120_x264.mp4,two robbers take money from the cash counter,robbers use a gun and threaten the cashier,guys takes money from the cash counter forcefully,the cashier runs away from the cash counter on seeing a gun,a robber jumps onto the cash counter and takes the money
Robbery121_x264.mp4,robber takes money from the cash counter,guy with black cap steals the cash counter,robber enters the cashier’s place and takes the money kept there,a robber acts like a customer to gain access,the cashier runs away when a robber entered the cash counter
Robbery122_x264.mp4,robber steals from a shop,robber uses the gun in front of the cashier,the cashier hits the robber,robber takes the shop items by holding a gun,a robber in a grey outfit robs the shop
Robbery123_x264.mp4,a robber steals a laptop from the counter,robber uses knife to threaten the cashier,robber tries to pull the laptop from the cashier ,the robber shows a knife to the cashier,the guy was using a cap to cover his face
Robbery124_x264.mp4,an armed robber fills the bag with items from the store,robber uses his gun for the robbery,a robber steals the shop items in a bag,the shop keeper fights with the robber,the robber forces the shopkeeper to give cash
Robbery125_x264.mp4,robbers came in the store as customers,robber with a helmet hits the lady and steals items from the shop,two robbers steal from the shop,robbers run away after taking the shop inventory,the shop owner was beaten by the robbers
Robbery126_x264.mp4,a man fights with a girl to steal her money,a robber tries to steal money from the desk,a thief fights with the cashier to take the money,a woman fights with the thief ,a shop is being robbed
Robbery127_x264.mp4,a thief tries to steal money but is beaten down by good people,a few people catch the thief and start beating him,a thief tries to steal something but gets caught,something is being stolen by the thief but he gets caught,two people beat the robber
Robbery128_x264.mp4,a robber hits the cashier to steal all the money but fails,two men fight to protect the money in the shop,a robber tries to beat the man and steal his money from the shop,a robbery occurs in a shop and the cashier prevents it,a robber tries to steal money from the shop but gets beaten up
Robbery129_x264.mp4,a man points a knife at the cashier and steals the money,a shop is robbed by a person with a knife,a thief steals the money from a shop by pointing a knife,a thief points a knife and steals the money,the shop money is stolen by a robber
Robbery130_x264.mp4,a man with a gun beats the person and takes all the shop money,a robbery occurs in the shop,a person steals all the shop money,all the money is stolen by a robber,a robber beats the cashier and steals all the money
Robbery131_x264.mp4,a thief points a gun at a woman and takes all the money,a robber steals all the money from the shop,a person tries to steal all the money in the shop,a shop is being robbed by a person with a gun,a person with gun tries to rob the shop and take the money
Robbery132_x264.mp4,a person tries to steal all the money in the shop,a shop is being robbed by a person with a gun,a person with gun tries to steal money,a thief points a gun at a woman and takes all the money,a robber steals all the money from the shop
Robbery133_x264.mp4,two men beat a person and steal his money,a person is being robbed by two armed people,two people rob a person in the shop and shoot him,two robbers steal the money from the person and shoot him,a person is beaten by two people and is then robbed
Robbery134_x264.mp4,a few men rush in the market and steal everything at gun point,a gang of boys loot a shop,a shop is being looted by a group of men,a group of men with guns steal items from the shop,a shop is robbed by a few people
Robbery135_x264.mp4,a man wearing helmet points a gun at the person but is caught by the people,the thief wearing helmet is caught by public and is beaten in the shop,the shop customers beat the thief who was pointing a gun,a robber with gun was beaten by public,a person was being robbed by a person but he catches the robber instead
Robbery136_x264.mp4,a robber forces the women to give them her money,a shop is being robbed by a thief,a thief robs the shop,a woman is forced to give all the money in the shop,the girl is forced by a robber to give all the money
Robbery137_x264.mp4,two people with a gun loot a shop,two boys with a gun steal the money from the shop,a shop is robbed by two boys with guns,two people rob all the shop money,the thief points a gun at the cashier and takes all the money
Robbery138_x264.mp4,a thief beats an old man and takes his money,an old man is beaten by a robber who then steals all his money,all the money of an old man is stolen by a thief,a robber hits an old man and takes the money,the old man is robbed by a thief
Robbery139_x264.mp4,a thief points a gun and takes all the money,a robber steals all the money from the shop,a person tries to steal all the money in the shop,a shop is being robbed by a person with a gun,a person with gun tries to steal money
Robbery140_x264.mp4,a thief points a knife at a the cashier and takes all the money,a robber steals all the money from the shop,a person tries to steal all the money in the shop,a shop is being robbed by a person with a knife,a person with knife tries to steal money
Robbery141_x264.mp4,two masked men steal the money from the person,two robbers steal from the shop,a shop is being looted by two people,the cashier is forced to give money to two people,two thieves rush into the shop and steal the money
Robbery142_x264.mp4,a thief with a gun takes all the money from the old man in the shop,a shop is being robbed,the old the cashier is forced to give all the money to robber,an old man is forced to give money on gun point,a robber with a gun steals the money from the shop
Robbery143_x264.mp4,a thief points a gun and takes all the money,a robber steals all the money from the shop,a person tries to steal all the money in the shop,a shop is being robbed by a person with a gun,a person with gun tries to steal money
Robbery144_x264.mp4,two men on a bike steal a woman's handbag,two robbers steal a handbag of a woman,an old woman is robbed by two men,two thieves on a bike steal a handbag,the bikers steal a handbag from a woman
Robbery145_x264.mp4,two armed men steal shop items,two armed robbers rob a shop on gun point,a shop is being robbed by two gun men,a person in white hoodie steals everything in the shop with his accomplice,two men steal from a shop at gunpoint
Robbery146_x264.mp4,a man tries to steal in the metro but is caught and beaten,the robber points a gun but is caught afterwards,people in the metro train catch the robber and beat him,a thief is beaten in the metro train,a man with a gun tries to steal but is caught
Robbery147_x264.mp4,two armed men steal from a shop,two people with guns steal from a shop,a shop is being robbed by two men,two robbers point a gun and take the money,the shop money is stolen by two robbers
Robbery148_x264.mp4,a man on cycle steals the person's phone and drove away,a mobile is stolen by a cycle rider,a robber steals a person's mobile,a thief on a cycle steals a mobile phone,the mobile phone of a standing person is stolen by a robber
Robbery149_x264.mp4,a thief tries to steal all the money from the shop but is beaten,two men have a fight to protect the shop money,a robber hits the cashier to steal the money,the cashier hits the robber to make him run away,the shop is being robbed by a person
Robbery150_x264.mp4,two thieves on a bike steal from a woman,two bikers rob a woman and abuse her,two men come on a bike and steal from a woman,a woman is robbed by two bikers,the woman was forced to give her belongings to the bikers
