File Name,Caption 1,Caption 2,Caption 3,Caption 4,Caption 5
Abuse017_x264.mp4,a man sitting on a chair threw a child on the floor,man slapped the child many times,man kicked the child many times,child is tortured and lost his conscious,a kid in orange sweater gets abused by someone 
Abuse018_x264.mp4,a man is sitting and got anxious when police came,policeman kicked the man and he fell on the floor,policeman arrested a man after the argument,a man got abused and arrested by a cop,a police officer hit a man after an argument on the porch
Abuse019_x264.mp4,two ladies are changing cloths of an old man,ladies slapped the old man,ladies abused the old man,a caretaker punches an old man on the bed,an old men laying on the bed is abused by two nurses
Abuse020_x264.mp4,a man slapped a child,man abused and hit the child,man slapped the child and asked him to sleep,a man forces a kid in bed by abusing him,a kid is abused to stay in bed by someone
Abuse021_x264.mp4,child is slapped by a lady,a child is thrown and kept in the dark room alone,a lady kicked and slapped a child,a small kid gets abused by a woman in the room,a teacher hits and throws a kid on the floor
Abuse022_x264.mp4,a man slapped a person sitting on a wheelchair,a man punched a man sitting on a wheelchair,person sitting on the wheelchair fell on the ground,three people beat a man on a wheelchair in the hall,a person sitting on the wheelchair is abused by three men
Abuse023_x264.mp4,a lady police started hitting a lady in the prison,a woman hits another woman in the room with the door,lady police slapped the prisoner,multiple police officers came and started hitting,a woman in the room gets abused by two cops
Abuse024_x264.mp4,a man try to take something from a lady forcefully,a man tries to steal something,lady is trying to protect herself from the person snatching,a man pushes a lady around the store,a man tries to snatch from a woman but she resists
Abuse025_x264.mp4,a lady is trying to poke a child,child is getting irritated and feeling well,lady is poking a kid multiple times with a stick,a small kid is poked with a stick by a woman,a woman fiddles with a kid using a stick
Abuse026_x264.mp4,a man is trying to stop the path of a lady,a man slapped the lady many times,man is trying to touch the lady without her permission,a man abuses a woman on the footpath,a woman gets beaten up by a guy on the street
Abuse027_x264.mp4,a lady is swinging a child forcefully,she is swinging the child very fast and multiple times,a small baby gets hurt because of a man swinging,child is in the cradle and she is swinging him very fast,a child in the swing gets hurt because of a man
Abuse028_x264.mp4,a man came near to a gate and started hitting a dog,dog is hit by a man with a stick,dog fainted after getting hit by the man,the postman hits the dog from outside the gate,the dog tries to attack a man from inside the gate but gets beaten
Abuse029_x264.mp4,a man came near a house and took the dog,man came and kidnapped the dog,man took the dog and moved towards the street,a man picks up a dog from the front porch and leaves,a dog is stolen from the front porch of the house
Abuse030_x264.mp4,man tied a dog and took the dog with him,man punched the dog several times,a man slapped the dog,a guy beats a dog on leash and walks away with it,dog on the leash is beaten by its owner on the street
Abuse031_x264.mp4,two men came out of car to throw the dog,two men try throwing the dog across the gate,men climbed the wall and threw the dog away,two guys climb a wall and try to toss the dog across,two people try getting rid of the white dog in the car
Abuse032_x264.mp4,nurse is roughly handling the old man,man is bed ridden and not handled properly by nurse,nurse is behaving badly with a patient,a man in the hospital bed is abused by a nurse,the caretaker manhandles the patient in bed
Abuse033_x264.mp4,an old lady is beaten by a nurse,nurse slapped and punched the old lady,old lady is trying to go from the room but gets beaten up,the nurse is punching an old lady multiple times,an old woman is beaten by the caretaker in the room for getting up
Abuse034_x264.mp4,a child is trying to cross the road but is stuck,a man in a helmet helped the kid in crossing the road,a man helped the child in crossing the road,a small kid runs in the middle of a busy road,cars slowed down due to child presence in the middle of the road
Abuse035_x264.mp4,the teacher punishes a small kid,a child is put down on the floor by a teacher in the class,a kid is abused by the class teacher,a student sitting on the table is made to lay on the floor,the teacher punishes a kid by making him lie down on the floor
Abuse036_x264.mp4,two nurses are abusing an old lady lying on the bed,two nurses are chocking the old lady,nurses are suffocating the old lady on the bed,two caretakers force a blanket on the woman,an old woman in bed is choked with a blanket by two nurses
Abuse037_x264.mp4,a car came and hit a dog sitting on the street,a dog is crushed with a car,dog is killed with the car and the car did not stop,a dog was run over by a white car on the street,a black dog got killed by a car running it over
Abuse038_x264.mp4,two dogs were hit by a moving car,two dogs were badly injured due to an accident,two dogs were crushed by a car on the road,a car runs over two dogs crossing the road,two dogs get injured in an accident while crossing the street
Abuse039_x264.mp4,a lady is held by police in a room,a lady in the room is beaten by policemen,police were interrogating a woman before abusing her,a woman is abused by cops while frisking,a woman is attacked by the police officers after they frisk her
Abuse040_x264.mp4,a lady is abusing an old lady,young lady is hitting the old lady,young lady slapped the old lady on her face,young lady abused the old woman with the walker,an old woman with a walker is hit on the head by another woman
Abuse041_x264.mp4,a woman abuses the small kid,the woman in the class shook the head of the kid hard,the teacher uses physical violence on a kid,a kid gets abused by the class teacher,a woman shakes the kid very hard to punish him
Abuse042_x264.mp4,a lady is beating the child continuously,the child is crying because of the caretaker,lady is slapping the child everywhere,the maid hits the child for not listening to her,a small baby is abused by her caretaker
Abuse043_x264.mp4,a lady is shouting on a man in personal care home,lady abused man and slapped him many times,lady is shouting and abusing a man multiple times,a man in the wheelchair is beaten by the nurse,a nurse uses physical violence on a patient in the wheelchair
Abuse044_x264.mp4,nurses are not handling the old man properly,nurses are forcefully doing their work,old man is not feeling well because of the nurses,two women abuse the old patient on the bed,an old man is beaten and forced by two nurses
Abuse045_x264.mp4,a lady is kicking the old woman sitting on a couch,young lady is slapping the old lady multiple times,young lady is shouting and abusing old lady,a woman kicks and slaps the old woman on the sofa,an old woman sitting on the sofa is abused by another woman
Abuse046_x264.mp4,a man slapped the dog multiple times,man threw the dog and punched it,a black dog is abused by its owner,the owner punishes the dog by hitting and throwing it,a black dog is beaten in the yard by a man
Abuse047_x264.mp4,a lady is beating children continuously,children were sleeping and that lady is beating them,lady is slapping the child multiple times,the teacher punishes the kids using violence,the class teacher beats and throws small kids in the class
Abuse048_x264.mp4,old man is beaten by a lady many times,old man is not handled properly by the nurse,old man is slapped and punched by the nurse,the nurse handles the old patient very roughly,an old patient is beaten and abused by the caretaker
Abuse049_x264.mp4,old lady is crying in pain,couple is trying to hurt old lady,old lady is not properly handled by the nurses,the male nurses handle the old lady very roughly,the old woman is stripped and abused by the male nurses
Abuse050_x264.mp4,a kid throws a bag to the front in a fight,fellow passengers are beating a kid tied to his seat,a passenger is tied to the seat by the woman,two kids fight in the bus,a kid beats the other kid tied to his seat in the bus
