File Name,Caption 1,Caption 2,Caption 3,Caption 4,Caption 5
Assault032_x264.mp4,a man points a gun at someone but fails,the man snatches the gun from the attacker,a man tries to attack a man with a gun but fails,the attacker points a gun at a man and runs away,man takes the gun from the attacker and chases him
Assault033_x264.mp4,a man pushes a girl in the elevator and gets beaten,the girl fights a man who attacked her in the lift,girl in a white outfit beats her attacker,a man tries stopping the girl and gets injured,a girl fights with a man who stopped her in the lift
Assault034_x264.mp4,two men attack a person in the alley,a man is hit on the head from behind by two guys,two people assault a man at the resort alley,two people sneak up on a man from behind and hit him,a man gets hit in the end while walking in the hotel
Assault035_x264.mp4,two people attack a man on the street,some guys chase a man around his car to hit him,a man is running away from two people who attacked him,the attackers chase the guy and injure him,man with a bat runs after a man to beat him up
Assault036_x264.mp4,two men are standing in an alley when one attacks the other,a man is brutally assaulted by someone in the alley,the attacker injures the other person badly,a man suddenly punches another man in the face,a man gets punched while standing in the alley
Assault037_x264.mp4,a woman argues with someone and he hits her,a man punches the woman arguing with him,two people are fighting over something at the bar,woman gets punched at the bar during some argument,a verbal fight leads to the woman getting punched
Assault038_x264.mp4,a man gets punched in the face,a man punches someone in front of everyone,a man is attacked by another man in public,people watch while a man gets hit in the face,someone punches a man at the gathering
Assault039_x264.mp4,a man enters the laundry and punches someone,guy at the laundry gets assaulted by a man,a man attacks the person in the laundry,a man assaults another guy in the laundry,a man comes through the door and starts hitting a person
Assault040_x264.mp4,a man attacks a person on the street and others join,three people assault someone on the street,a man walking at night gets attacked on the road,a guy starts hitting a man and two people join,people punch and kick the man in an assault
Assault041_x264.mp4,a man punches the cashier,a customer attacks the man behind the counter,a man arguing with the shopkeeper punches him,a person in the shop attacks the shopkeeper,someone punches the cashier in an argument
Assault042_x264.mp4,a man tries stealing from a woman and assaults her,a man fights with a woman after trying to steal,two people fight on the street,the person walking on the street tries to stop the thief,the woman fights with the person trying to steal from her
Assault043_x264.mp4,a man came running to attack a group on the street,a person assaults some people on the street,a man attacks some people on the road by kicking,a group of people are talking when they get attacked,a man ran across the street to attack a bunch of people
Assault044_x264.mp4,a few men fight with each other,people are hitting each other in the room,some people get violent and fight in the room,a fight is going on and people assault one another,people are kicking and punching each other and leave
Assault045_x264.mp4,a man gets hit by the metro,someone pushes a person on the moving train,a person gets hit by an oncoming train,a person throws the person in front of the train,a man gets injured by getting hit by the metro
Assault046_x264.mp4,a man and two woman are attacked on the roadside,two men assault some people on the footpath,the people fall on the ground after getting hit,the assaulters punch and push people on the pavement,two men seriously injure two people on the pavement
Assault047_x264.mp4,some men assault a man when others try stopping it,a few men attack someone on the footpath,a man is being beaten when some people try to stop it,people try stopping the men from hitting a guy,a man under attack is saved by some people
Assault048_x264.mp4,two men hit a school kid,a kid gets hit in the face by two people,two guys beat a kid outside the school,the men assault a child in front of the school,a school child gets beaten in public
Assault049_x264.mp4,two people kick a man on their way out,a man in the restaurant is attacked my someone,a man and a woman hit someone at the restaurant,a man sitting at the restaurant is kicked by someone,two people while walking hit a man in the face
Assault050_x264.mp4,a woman attacks a man in the shop,a person was shopping when he got punched,a woman attacks another customer in the shop,a woman assaults someone in the store and leaves,a woman suddenly punches a man in the face
