File Name,Caption 1,Caption 2,Caption 3,Caption 4,Caption 5
Shooting036_x264.mp4,a few men in helmets kill everyone in the shop to rob,some men in helmets shoot everyone and rob,a few robbers shoot the people in the shop,everyone in the store is beaten and shot by the robbers,the robbers kill everyone with guns before looting the shop
Shooting037_x264.mp4,a shooter shoots at a car,a man shoots from a moving car at another car,a parked car is shot at by the shooter,man in a black van shoots at a parked car,a person takes multiple shots at a car
Shooting038_x264.mp4,a few men with guns shoot around the place,men with guns shoot people around,people start running as armed men start shooting,armed men chase people while shooting,people get scared by the shooting and run to save themselves
Shooting039_x264.mp4,an armed man gets shot at the petrol pump,a man holds someone at gun point but gets shot,a man starts shooting the man holding the gun,two men with guns shoot at the petrol pump,people run away from the petrol pump as a man starts shooting
Shooting040_x264.mp4,a man tries escaping from the police,the policeman shoots a man trying to escape,police officer tries to stop a running man by shooting,a police officer shoots at a man as he runs away,a man escapes from the police while they shoot him
Shooting041_x264.mp4,two armed men start firing on the road,people leave in their cars as two people start shooting,people on the road get scared because of the shooting,two men run away after firing their gun in public,people run away in their cars because of the shooting
Shooting042_x264.mp4,a few armed men rob a cashier and shoot him,a man gets shot in the head after the robbery,the robbers shoot the cashier after taking the money,a few armed men rob a store and shoot the employee,some men with guns in their hands rob a store and shoot
Shooting043_x264.mp4,two armed men pull a gun on the people at the store ,a man starts shooting at a person outside the shop,two men hold people at gunpoint outside the store,two armed men have guns and start shooting the shop,two people are scared of getting shot
Shooting044_x264.mp4,a guy starts shooting at a white car,a white car on the road is shot by a guy,an armed man is shooting multiple times at a car,a guy fires his gun at a moving white car,people run away when a guy starts shooting on the road
Shooting045_x264.mp4,two people start shooting to rob the store,the jewellery store is robbed by two armed men,two armed men rob a jewellery store by shooting,men start shooting in the store before robbing it,a store is being robbed and two men fire their guns
Shooting046_x264.mp4,man in an atm starts shooting another man,one man shoots the other in the atm,three men standing in the atm and one starts shooting,man takes out his gun and starts shooting suddenly,man shoots at a person in the atm
Shooting047_x264.mp4,a man tries to shoot a convict,policemen escort a man when the shooter arrives,a man gets out of the car and starts shooting,policemen and the shooter engage in cross firing,a man gets shot when police try to take him out of the house
Shooting048_x264.mp4,a man tries to rob the bank but gets shot,the robber tries to escape from the guard but gets shot,a man gets shot by the security at the bank,an armed man tries to run away after getting shot,security guard starts shooting the armed robber
Shooting049_x264.mp4,a man kills the man by shooting,a man shoots the cashier at the store,the shooter kills a man and leaves the shop,an armed man shoots the cashier and leaves,employee at the store gets shot
Shooting050_x264.mp4,policemen shoot the bikers after the accident,bikers cause an accident and get shot by the police,policemen kill the bikers after they cause an accident,armed men on bike get shot by policemen on the road,two people get shot at night by the police
