File Name,Caption 1,Caption 2,Caption 3,Caption 4,Caption 5
Vandalism014_x264.mp4,a man is seen breaking a barrier,the person pushes the barrier and breaks it,man is seen vandalizing the barrier,person wants to move ahead so he breaks the barrier,man walks away after breaking the barrier
Vandalism015_x264.mp4,one person with a hammer wants to vandalize the shop,a man is standing outside the shop to vandalize there,the man breaks the glass of the shop,person tries to break the glass of the shop with a hammer,the man runs away after breaking the glass
Vandalism016_x264.mp4,a man comes in a white car to vandalize the camera,man comes out of the car and vandalizes the wall,a person defaces the wall,the man fiddles with the camera,a man damages the camera
Vandalism017_x264.mp4,a masked man breaks a window,a man throws rock on the window,window glass shatters by a rock thrown by a man,a person breaks the glass frame by a rock,a masked guy vandalizes the window
Vandalism018_x264.mp4,a lot of people are running in the market,running people vandalize the market,customers are pushed away by running crowd,group of people ran across the market,a running group vandalizes the supermarket
Vandalism019_x264.mp4,man is writing something on the wall,person comes and writes inappropriate words on the wall,wall is defaced by one person,man vandalizes a wall,man walks away after vandalising the wall
Vandalism020_x264.mp4,drunk man vandalizes a vase,person climbs the stairs and breaks the vase,vase breaks into many pieces due to a drunk man,man kicks the vase outside the house to break it,man runs away after breaking the vase on the front porch
Vandalism021_x264.mp4,man is seen vandalising the lift,a man is playing with the lift wires and leaves,a person is messing up the lift settings,lift is being vandalized by a person,a guy is trying to vandalize the lift
Vandalism022_x264.mp4,some boys trash the memorial garden,men are seen vandalizing school property,the boys throw and break the memorial,people can be seen throwing things in the ground,three guys vandalize the memorial in the ground
Vandalism023_x264.mp4,a boy in a hoodie breaks the car window,a man is breaking the car window parked on the street,the window pane of a car is being vandalized by a person,a person is vandalising the car windows,a man broke car windows by a rock and ran away
Vandalism024_x264.mp4,man is damaging the cars parked on the road,the man is scratching the sides of the car,person uses a metal chain to damage cars,person vandalizes the cars with a chain,a car parked by the roadside is scratched by a man
Vandalism025_x264.mp4,security guard removes the machine from its place,the machine falls by the hands of the man,a man removes the machine from its place,the machine is thrown away by a man,the machine is being vandalized by the security guard
Vandalism026_x264.mp4,person comes and throws paint on the wall,wall is covered with white paint by the person,man defaces wall with paint,person can be seen vandalizing public property,a man splashes white paint on the wall
Vandalism027_x264.mp4,a man is throwing paint on the wall,a wall is being vandalized by a man wearing helmet,the wall is being painted weirdly by a person,a person is painting the wall weirdly,a person is degrading the wall by throwing paint
Vandalism028_x264.mp4,one person is defacing a car,man splashes paint over the car,white paint is poured on the car by a person,man vandalizes the car with white paint,person damages a parked car
Vandalism029_x264.mp4,man is pasting stickers on the wall,stickers are used to deface the wall,man with yellow t-shirt is pasting stickers on the wall,person is seen pasting sticker without permission,wall is damaged by stickers being put by a man
Vandalism030_x264.mp4,one man is kicking the dustbin,person can be seen taking the dustbin away,the man repeatedly punches and kicks the dustbin,two men are vandalising the dustbins and the camera,men vandalize the cctv camera as well as the dustbins
Vandalism031_x264.mp4,two men vandalize a shop,two men are throwing items across the shop,a shop is being destroyed by two men,two people are throwing objects across the shop,objects are being thrown in a shop by two men
Vandalism032_x264.mp4,two men break the car mirror and walk away,two people try to vandalize the car and walk away,man kicks the rear view mirror and breaks it,man walks away after breaking the car mirror,car mirror is broken by a man
Vandalism033_x264.mp4,men are throwing objects on the window,people are pouring paint on the floor,a man throws bricks on the roof,four men are vandalizing a house,men climb the walls to throw bricks at the garage
Vandalism034_x264.mp4,two people keep throwing object on the door,man is seen trying to break open the door,two people are trying to vandalize a house,the door does not break after repeated attempts,men use an object to break the door and enter the house
Vandalism035_x264.mp4,a kid spray paints the white wall,a white wall is being vandalized by a kid,a kid is painting the wall in a bad manner,a white wall is being vandalized by a kid,a kid uses spray paint to vandalize the wall
Vandalism036_x264.mp4,a man is vandalising the shop,a man is throwing all the things in a shop,a shop is being vandalized by a man,the items kept are being thrown by a man,a man disturbs are the items which were kept in a shop
Vandalism037_x264.mp4,a lot of people are running in the market,running people vandalize the market,customers are pushed away by running crowd,group of people ran across the market while throwing stuff,a running group vandalizes the supermarket
Vandalism038_x264.mp4,a kid spray paints the white wall,a kid is vandalising the wall,a wall is being spray painted by a kid,a kid on cycle is vandalising the white wall,a kid is painting the wall using spray paints
Vandalism039_x264.mp4,a car is being vandalized by a person,a person is jumping on the car,a guy vandalizes the car by jumping on it,one man is jumping on the front side of the car,a man is trying to break the front glass of the car
Vandalism040_x264.mp4,two men are spray painting the door of a shop,a shop is being vandalized by two men,two guys are painting the door of the shop,two people vandalize the shop,a shop is being vandalized by a few men
Vandalism041_x264.mp4,a group of men are throwing dustbins,streets are being vandalized by a group of men,a few men are throwing objects on streets,the street is being messed by a group,dustbins are being vandalized by a few people
Vandalism042_x264.mp4,a kid spray paints the white wall,two kids are spray painting walls,walls are being spray painted by two kids,two kids vandalize walls,the walls are being vandalized by a few kids
Vandalism043_x264.mp4,a man is throwing alcohol on a car,a car is being vandalized by a man,the car is being scratched by a man,a man throws alcohol and scratches the car,a person vandalizes the car
Vandalism044_x264.mp4,a man is throwing object on cars parked,parked cars are being vandalized by a person,a person is vandalising the parked cars,a person is throwing rocks and bricks on cars,a man breaks the car windows by throwing objects on it
Vandalism045_x264.mp4,two people break window of a shop,glass windows are being broken by two men,two person are vandalising the shop window,the shop window is being broken by two masked men,the glass door is broken by rocks threw by the men
Vandalism046_x264.mp4,two people on a bike spray paint the shutter,a shutter is being spray painted by two people,a shutter is being vandalized by two people,two people are vandalising the shutter of a shop,two riders are spray painting the shutter
Vandalism047_x264.mp4,a man breaks the rear view mirror of a car,a car mirror is being vandalized by a man,a car mirror was broken by a man,a guy is breaking the car mirror,a person is vandalising the car
Vandalism048_x264.mp4,two person are spray painting the wall,two kids are spray painting walls,walls are being spray painted by two kids,two kids vandalize the walls of the store,the shutter of a store is being vandalized by a few kids
Vandalism049_x264.mp4,a group of people vandalizes a wall and the camera,a group of people are throwing paint on a wall to degrade the looks,the looks of a wall are being degraded by a few people,the wall is being vandalized by a few people,a few people are spraying paint on wall and on the camera
Vandalism050_x264.mp4,two kids are throwing something on the car,something is being thrown on the car by two kids,two kids are vandalising a car,a car is being vandalized by two kids,two guys are pouring something on the car
