File Name,Caption 1,Caption 2,Caption 3,Caption 4,Caption 5
Shoplifting031_x264.mp4,a man hides something in his shirt,a man in white steals something from a store,a man tugs something in his clothes,a man is shoplifting from a store,a man steals something from a store aisle
Shoplifting032_x264.mp4,two people are shoplifting from a store,two people run away with items from a store,two people steal items from a store,two people run away with lots of items from a motor store,a group of people are stealing from a store
Shoplifting033_x264.mp4,a group of people steal from a clothing store,a boy hides something in his pants,a boy shoplifts from a store,a man and a woman steal something from a clothing store,a woman and a man shoplift from a store
Shoplifting034_x264.mp4,two people are stealing from a store,a man and a woman steal items from a store,a man and a woman steal items from a small store,a man and a woman steal items from a small store,two people are stealing from a shop
Shoplifting035_x264.mp4,a man is stealing an electronic item,a man is stealing from an electronics store,a man steals a phone from an electronics store,a man hides a phone in his pocket,a man shoplifts a phone in his pocket
Shoplifting036_x264.mp4,a woman is stealing clothes from a store,a woman is stealing something from a clothing store,a woman in purple stealing clothes from a store,a woman is stealing items from a clothing store,a woman is stealing something from a clothing shop
Shoplifting037_x264.mp4,a man runs away with jewellery from a store,a man steals gold from a store,a man steals from a jewellery store,a man steals something from the counter,a man steals jewellery from the shelf
Shoplifting038_x264.mp4,a man steals and runs away,a man steals something from the store,a man steals a bag from the counter,a man steals something from the shelf,a man steals a bag from the shop
Shoplifting039_x264.mp4,a man steals a big box from a store,a man steals a big box,a man lifts a big white box from the store,a person steals a box from the shop,a person is carrying a stolen big white box out of the shop
Shoplifting040_x264.mp4,three women are stealing clothes from a store,a group of women steal clothing from a store,a group of women steal items from a store,a group of women are stealing clothes from the shop,a group of woman shoplift from a clothing shop
Shoplifting041_x264.mp4,a lady is shoplifting,a lady hides something in her bag,a lady steals something in her bag,a lady steals clothes from a store,a woman wearing a sari steals something from a shop
Shoplifting042_x264.mp4,a person wearing a hat steals from a store,a group of people are stealing from a store,a group of people steal items from a store,a group of three people hide items in their bag,a group of three people are stealing from a shop
Shoplifting043_x264.mp4,a lady is stealing clothes from a store,a group of ladies steal clothes in their bags,a group of women steal from a cloth shop,a group of women steal items from a store,a group of women hide away items in a shop in their bag
Shoplifting044_x264.mp4,a person is stealing from an electronics store,a man carrying a briefcase steals from a store,a man shoplifts a laptop in his bag,a man is stealing from an electronics store,a man is stealing from an electronics showroom
Shoplifting045_x264.mp4,a large group of people run away with items from the store,a large group of people are stealing from a shop,a group of people are stealing from a shop,a group of people run away with items from a store,a few people run away with items stolen from the store
Shoplifting046_x264.mp4,a girl is stealing from a shop,a little girl is stealing items from a shop,a little girl is stealing something from a store,a little girl steals from a store,a little girl runs away with something from a store
Shoplifting047_x264.mp4,a group of girls are shoplifting at the supermarket,a group of people are stealing from a food store,a group of people steal something from a store,a group of people are stealing items from a store,a few girls are stealing from a food shop
Shoplifting048_x264.mp4,a group of women are stealing from a store,a group of women hide something in their clothes,a woman hides something under her clothes,a woman is stealing something from a store,a group of women steal items from a shop
Shoplifting049_x264.mp4,a man steals phones from an electronics store,a man steals items from an electronics store,a man is stealing from the shelf,a man steals items from the counter,a man is stealing phones from the counter of a shop
Shoplifting050_x264.mp4,a man shoplifts something from an electronics store,a man is stealing a phone from a store,a man steals a phone from the shelf,a man steals a mobile and keeps it in his pocket,a man is shoplifting from an electronics shop
