Vandalism028_x264.mp4,one person is defacing a car,man splashes paint over the car,white paint is poured on the car by a person,man vandalizes the car with white paint,person damages car
Vandalism029_x264.mp4,man is pasting stickers on the wall,stickers are used to deface the wall,man with yellow t-shirt is pasting stickers on the wall,person is seen pasting sticker without permission,wall is damaged by stickers
Vandalism030_x264.mp4,one man is kicking the dustbin,person can be seen taking the dustbin away,the man repeatedly punches and kicks the dustbin,two men are vandalising the dustbins,men vandalise the cctv camera as well
Vandalism031_x264.mp4,two men vandalise a shop,two men are throwing object in a shop,a shop is being destroyed by two men,two people are throwing objects across the shop,objects are being thrown in a shop by two men
Vandalism032_x264.mp4,two men break the car mirror,two people try to vandalize the car,man kicks the rear view mirror and breaks it,man walks away after breaking,car is broken by a man
Vandalism033_x264.mp4,men are throwing objects on the window,people are pouring paint on the floor,a man throws bricks on the roof,four men are vandalizing a house,men climb the walls to throw bricks
Vandalism034_x264.mp4,two people keep throwing object on the door,man is seen trying to break open the door,two people are trying to vandalize a house,the door does not break after repeated attempts,men use an object to break the door and enter the house
Vandalism035_x264.mp4,a kid spray paints the white wall,a white wall is being vandalised by a kid,a kid is painting the wall in a bad manner,a white wall is being vandalised by a kid,a kid uses spray paint to vandalise the wall
Vandalism036_x264.mp4,a man is vandalising the shop,a man is throwing all the things in a shop,a shop is being vandalised by a man,the items kept are being thrown by a man,a man disturbs are the items which were kept in a shop
Vandalism037_x264.mp4,a lot of people are running in the market,running people vandalise the market,customers are pushed away by running crowd,group of people ran across the market,a running group vandalizes the supermarket
Vandalism038_x264.mp4,a kid spray paints the white wall,a kid is vandalising the wall,a wall is being spray painted by a kid,a kid on cycle is vandalising the white wall,a kid is painting the wall using spray paints
Vandalism039_x264.mp4,a car is being vandalised by a person,a person is jumping on the car,a guy vandalises the car by jumping on it,one man is jumping on the front side of the car,a man is trying to break the front mirror of the car
Vandalism040_x264.mp4,two men are spray painting the door of a shop,a shop is being vandalised by two men,two guys are painting the door of the shop,two people vandalise the shop,a shop is being vandalized by a few men
Vandalism041_x264.mp4,a group of men are throwing dustbins,streets are being vandalised by a group of men,a few men are throwing objects on streets,the street is being messed by a group,dustbins are being vandalised by a few people
Vandalism042_x264.mp4,a kid spray paints the white wall,two kids are spray painting walls,walls are being spray painted by two kids,two kids vandalise walls,the walls are being vandalised by a few kids
Vandalism043_x264.mp4,a man is throwing alcohol on a car,a car is being vandalised by a man,the car is being scratched by a man,a man throws alcohol and scratches the car,a person vandalises the car
Vandalism044_x264.mp4,a man is throwing object on cars parked,parked cars are being vandalised by a person,a person is vandalising the parked cars,a person is throwing rocks and bricks on cars,a man breaks the car windows by throwing objects on it
Vandalism045_x264.mp4,two people break window of a shop,glass windows are being broken by two men,two person are vandalising the shop window,the shop window is being broken by two masked men,the glass door is broken by rocks threw by the men
Vandalism046_x264.mp4,two people on a bike spray paint the shutter,a shutter is being spray painted by two people,a shutter is being vandalized by two people,two people are vandalising the shutter of a shop,two riders are spray painting the shutter
Vandalism047_x264.mp4,a man breaks the rear view mirror of a car,a car mirror is being vandalised by a man,a car mirror was broken by a man,a guy is breaking the car mirror,a person is vandalising the car
Vandalism048_x264.mp4,two person are spray painting the wall,two kids are spray painting walls,walls are being spray painted by two kids,two kids vandalise walls,the walls are being vandalised by a few kids
Vandalism049_x264.mp4,a group of people vandalises a wall,a group of people are throwing paint on a wall to degrade the looks,the looks of a wall are being degraded by a few people,the wall is being vandalised by a few people,a few people are spraying paint on wall
Vandalism050_x264.mp4,two kids are throwing something on the car,something is being thrown on the car by two kids,two kids are vandalising a car,a car is being vandalised by two kids,two guys are pouring something on the car
